"aa_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"
"S030323"|"Learning Difficulties"|"Y"|"20130904112906"|"AA00011"|""
"S030323"|"Learning Problems"|"ADHD"|"20130904112906"|"AA00011"|""
"S012463"|"Location Preference"|"Yes, southern part / easy access to Heathrow"|"20130720142615"|"AA00011"|""
"S012463"|"Preferred School Type"|"Girls"|"20130720142652"|"AA00011"|""
"S012463"|"Religion Requirement"|"Christianity"|"20130720142742"|"AA00011"|""
"S012463"|"Other Requirement"|"boarding"|"20130720142803"|"AA00011"|""
"S012463"|"School Preferred"|"Headington School"|"20130720142819"|"AA00011"|""
"S012463"|"Reasons to Study in UK"|"better quality education, wider curriculum & less examination oriented"|"20130720142840"|"AA00011"|""
"S012462"|"Preferred School Type"|"Girls"|"20130720143255"|"AA00011"|""
"S007710"|"English Standard"|"ABOVE AVERAGEInterests / Hobbies :Reading"|"20130720144713"|"AA00025"|""
"S007710"|"Interests / Hobbies"|"Reading"|"20130720144718"|"AA00025"|""
"S007710"|"Character"|"extroverted"|"20130720144725"|"AA00025"|""
"S007710"|"Special Talents"|"Playing piano"|"20130720144733"|"AA00025"|""
"S007710"|"Max Budget per Term"|"15000"|"20130720144740"|"AA00025"|""
"S007710"|"School Preferred"|"School I would like to specifically apply for is Headington School. Below are the schools I am also interested in, Badminton School, City of London School for Girls, Withington Girl's School, Roedean School, St Catherine's School, Brighton College, Woldingham School, Queenswood School,"|"20130720144749"|"AA00025"|""
"S007710"|"Reasons to Study in UK"|"Want to learnt better English"|"20130720144757"|"AA00025"|""
"S007710"|"Know AA From"|"through friend's recommendation"|"20130720144806"|"AA00025"|""
"S007710"|"Received News from AA"|"YES"|"20130720144811"|"AA00025"|""
"S012464"|"English Standard"|"ABOVE AVERAGE"|"20130720150404"|"AA00025"|""
"S012464"|"Interests / Hobbies"|"music, painting"|"20130720150409"|"AA00025"|""
"S012464"|"Character"|"calm"|"20130720150415"|"AA00025"|""
"S030323"|"Studying in UK"|"N"|"20130904112906"|"AA00011"|""
"S012464"|"Preferred School Type"|"GIRLS"|"20130720150429"|"AA00025"|""
"S012464"|"Max Budget per Term"|"8000"|"20130720150438"|"AA00025"|""
"S012464"|"Received News from AA"|"YES"|"20130720150443"|"AA00025"|""
"S030323"|"Guardian Type"|"N"|"20130904112906"|"AA00011"|""
"S030323"|"English Standard"|"Excellent"|"20130904113210"|"AA00011"|""
"S030323"|"Preferred School Type"|"Girls"|"20130904113220"|"AA00011"|""
"S030315"|"English Standard"|"above average"|"20130904164105"|"AA00011"|""
"S030315"|"Interests / Hobbies"|"dancing, skidding, music, sport"|"20130904164121"|"AA00011"|""
"S030315"|"Character"|"open & friendly"|"20130904164131"|"AA00011"|""
"S030315"|"Preferred School Type"|"girls & co-ed"|"20130904164300"|"AA00011"|""
"S012467"|"Know AA From"|"Friend"|"20130720153118"|"AA00025"|""
"S030315"|"School Preferred"|"Cheltenham Ladies"|"20130904164330"|"AA00011"|""
"S012468"|"Received News from AA"|"YES"|"20130720153237"|"AA00025"|""
"S012466"|"English Standard"|"AVERAGE"|"20130720153436"|"AA00025"|""
"S012466"|"Interests / Hobbies"|"Guitar and Basketball"|"20130720153441"|"AA00025"|""
"S012466"|"Character"|"Active"|"20130720153448"|"AA00025"|""
"S012466"|"Max Budget per Term"|"30000"|"20130720153456"|"AA00025"|""
"S012466"|"Religion Requirement"|"Catholic"|"20130720153507"|"AA00025"|""
"S012466"|"Received News from AA"|"YES"|"20130720153514"|"AA00025"|""
"S012465"|"English Standard"|"ABOVE AVERAGE"|"20130720153616"|"AA00025"|""
"S012465"|"Interests / Hobbies"|"soccer and chess"|"20130720153621"|"AA00025"|""
"S012465"|"Character"|"friendly and tolerant"|"20130720153627"|"AA00025"|""
"S030315"|"Reasons to Study in UK"|"her borther studied there before and is quite ok"|"20130904164354"|"AA00011"|""
"S030313"|"English Standard"|"Average"|"20130904165234"|"AA00011"|""
"S012465"|"School Preferred"|"Colchester Royal Grammar School Reading School"|"20130720153636"|"AA00025"|""
"S012465"|"Reasons to Study in UK"|"Would like to seek better education and broaden the horizon"|"20130720153644"|"AA00025"|""
"S012465"|"Know AA From"|"Internet"|"20130720153649"|"AA00025"|""
"S012465"|"Received News from AA"|"YES"|"20130720153655"|"AA00025"|""
"S012495"|"Interests / Hobbies"|"soccer, altheltics 800 & 1500, cross country, piano"|"20130725101353"|"AA00025"|""
"S012495"|"Character"|"helpful and co-operative"|"20130725101358"|"AA00025"|""
"S012495"|"Know AA From"|"By referral"|"20130725101404"|"AA00025"|""
"S012495"|"Received News from AA"|"YES"|"20130725101409"|"AA00025"|""
"S012366"|"Interests / Hobbies"|"Track and Field, Soccer(football), Tennis, Cross Country. Art, Design Technology, 
Reading, Travelling"|"20130720173838"|"AA00011"|""
"S012497"|"Interests / Hobbies"|"basketball"|"20130725101515"|"AA00025"|""
"S012366"|"School Preferred"|"Charterhouse School Bradfield College Caterham School St. Edwards Oxford"|"20130720173906"|"AA00011"|""
"S012497"|"English Standard"|"AVERAGE"|"20130725101520"|"AA00025"|""
"S012497"|"Character"|"outgoing"|"20130725101524"|"AA00025"|""
"S012366"|"Reasons to Study in UK"|"I would like to study in UK for several reasons, first of all, it would be an advantage when applying for HKU since it is a very good school that is competitive. I personally believe that studying in UK will be a good opportunity to meet new friends and study in a new environment. UK boarding schools seem to provide a loving and warm atmosphere where I would enjoy my time there while making me a more independent person in general."|"20130720180539"|"AA00025"|""
"S012497"|"Reasons to Study in UK"|"have a good education"|"20130725101615"|"AA00025"|""
"S030313"|"Preferred School Type"|"No preference"|"20130904165246"|"AA00011"|""
"S030374"|"English Standard"|"Excellent"|"20130920112132"|"AA00038"|""
"S012479"|"Interests / Hobbies"|"Fencing"|"20130722164942"|"AA00038"|""
"S012479"|"Character"|"Active"|"20130722165003"|"AA00038"|""
"S030374"|"Special Talents"|"Dance,Equestrianism"|"20130920112759"|"AA00038"|""
"S012479"|"Religion Requirement"|"Catholic (first priority)"|"20130722165040"|"AA00038"|""
"S012479"|"Reasons to Study in UK"|"Education policy"|"20130722165101"|"AA00038"|""
"S011780"|"English Standard"|"AVERAGE"|"20130723100137"|"AA00025"|""
"S011780"|"Interests / Hobbies"|"Drawing, Playing instruments"|"20130723100145"|"AA00025"|""
"S011780"|"Character"|"optimastic ,honest, helpful,generous"|"20130723100204"|"AA00025"|""
"S011780"|"Location Preference"|"London and Suburbs"|"20130723100320"|"AA00025"|""
"S011780"|"School Preferred"|"St Catherine's School / City of London freemen's school"|"20130723100330"|"AA00025"|""
"S011780"|"Know AA From"|"Friend's introduction"|"20130723100454"|"AA00025"|""
"S011780"|"Received News from AA"|"YES"|"20130723100501"|"AA00025"|""
"S012480"|"English Standard"|"AVERAGE"|"20130723101249"|"AA00025"|""
"S012480"|"Interests / Hobbies"|"Running"|"20130723101253"|"AA00025"|""
"S012480"|"Received News from AA"|"YES"|"20130723101259"|"AA00025"|""
"S012481"|"English Standard"|"AVERAGE"|"20130723101349"|"AA00025"|""
"S012481"|"Interests / Hobbies"|"music, bowling, badminton"|"20130723101354"|"AA00025"|""
"S012497"|"Know AA From"|"friends"|"20130725101635"|"AA00025"|""
"S012497"|"Received News from AA"|"YES"|"20130725101639"|"AA00025"|""
"S012498"|"English Standard"|"EXCELLENT"|"20130725134707"|"AA00025"|""
"S012498"|"Interests / Hobbies"|"Art, Music, Guitar, Basketball, Soccer"|"20130725134712"|"AA00025"|""
"S012498"|"Character"|"Active"|"20130725134718"|"AA00025"|""
"S012498"|"Preferred School Type"|"GIRLS"|"20130725134727"|"AA00025"|""
"S012498"|"School Preferred"|"Badminton School, St. Swithuns School, Headington School, Mount School"|"20130725134736"|"AA00025"|""
"S012498"|"Know AA From"|"Referral"|"20130725134858"|"AA00025"|""
"S012498"|"Received News from AA"|"YES"|"20130725134903"|"AA00025"|""
"S012446"|"Interests / Hobbies"|"car engineering"|"20130725135533"|"AA00011"|""
"S012446"|"Character"|"open minded"|"20130725135547"|"AA00011"|""
"S012446"|"Special Talents"|"piano (grade 7), AMS cadet"|"20130725135608"|"AA00011"|""
"S012446"|"Studying in UK"|"improve English Overall abilities, capable of self discipline, in additional of building up cultural experiences in England through friends and neighbors"|"20130725135713"|"AA00011"|""
"S012345"|"English Standard"|"EXCELLENT"|"20130725153505"|"AA00027"|""
"S012472"|"English Standard"|"excellent"|"20130725161024"|"AA00011"|""
"S012474"|"Character"|"outgoing"|"20130725170028"|"AA00011"|""
"S030322"|"School Applied Before"|"nil"|"20130906113349"|"AA00011"|""
"S012472"|"Interests / Hobbies"|"Chess, Reading, Gaming, Science Experiment, Robotics and Electronics, Curently attending CCF (RAF) in Woodbridge School"|"20130725161050"|"AA00011"|""
"S030385"|"Work in Government"|"N"|"20130905110245"|"AA00011"|""
"S012481"|"Character"|"active, initiative"|"20130723101359"|"AA00025"|""
"S012481"|"Know AA From"|"via my friend"|"20130723101405"|"AA00025"|""
"S012481"|"Received News from AA"|"YES"|"20130723101413"|"AA00025"|""
"S012484"|"English Standard"|"ABOVE AVERAGE"|"20130723101525"|"AA00025"|""
"S012484"|"Interests / Hobbies"|"singing, swimming,"|"20130723101530"|"AA00025"|""
"S012484"|"Special Talents"|"recitation"|"20130723101536"|"AA00025"|""
"S012484"|"Location Preference"|"London"|"20130723101542"|"AA00025"|""
"S012484"|"Know AA From"|"Referred by friends"|"20130723101548"|"AA00025"|""
"S012484"|"Preferred School Type"|"GIRLS"|"20130723101553"|"AA00025"|""
"S012484"|"Received News from AA"|"YES"|"20130723101559"|"AA00025"|""
"S012483"|"English Standard"|"EXCELLENT"|"20130723101721"|"AA00025"|""
"S012483"|"Interests / Hobbies"|"Music, travel, reading, table tennis"|"20130723101727"|"AA00025"|""
"S012483"|"Character"|"Diligent, organized, quiet, easygoing"|"20130723101733"|"AA00025"|""
"S012483"|"Special Talents"|"Music"|"20130723101738"|"AA00025"|""
"S012483"|"Location Preference"|"South East England"|"20130723101744"|"AA00025"|""
"S012483"|"School Preferred"|"Epsom College, Charterhouse, Lancing College, Abingdon School, Tonbridge School"|"20130723101753"|"AA00025"|""
"S012483"|"Reasons to Study in UK"|"Preference for British education system and universities; boarding opportunities"|"20130723101759"|"AA00025"|""
"S012483"|"Know AA From"|"Friend's recommendation"|"20130723101805"|"AA00025"|""
"S012483"|"Received News from AA"|"YES"|"20130723101810"|"AA00025"|""
"S008720"|"English Standard"|"AVERAGE"|"20130723110429"|"AA00038"|""
"S008720"|"Interests / Hobbies"|"Basketball, playing music"|"20130723110441"|"AA00038"|""
"S008720"|"Character"|"pleasant, straight forward"|"20130723110510"|"AA00038"|""
"S008720"|"School Applied Before"|"Shrewsbury School & Loughborough Grammar school. Shrewsbury School rejected him, school find him good at Maths, but not good enough at English. Loughborough Grammar school put him on waiting list."|"20130723110533"|"AA00038"|""
"S008720"|"School Preferred"|"One suitable and fit well with Adrian's level."|"20130723110552"|"AA00038"|""
"S008720"|"Reasons to Study in UK"|"Under a more formal education system and environment, I believe he can achieve better education level."|"20130723110610"|"AA00038"|""
"S012411"|"English Standard"|"AVERAGE"|"20130723112110"|"AA00038"|""
"S012411"|"Interests / Hobbies"|"sports, camping , cadet"|"20130723112125"|"AA00038"|""
"S012411"|"Character"|"open, friendly, caring"|"20130723112137"|"AA00038"|""
"S012411"|"Special Talents"|"very sportive and enjoy being an organiser"|"20130723112158"|"AA00038"|""
"S012411"|"Location Preference"|"midlands , near manchester"|"20130723112215"|"AA00038"|""
"S012472"|"Character"|"Friendly and Gentle, Humorous, Confident, Inquisitive, Creative & Meticulous"|"20130725161108"|"AA00011"|""
"S012471"|"Max Budget per Term"|"9000"|"20130725163718"|"AA00025"|""
"S012411"|"Preferred School Type"|"BOYS"|"20130723112332"|"AA00038"|""
"S012411"|"Studying in UK"|"Learn to be more independant and learn live lessons, more decisplined in a supervised environment. learn about culture all over the world."|"20130723112409"|"AA00038"|""
"S012411"|"Received News from AA"|"YES"|"20130723113304"|"AA00025"|""
"S012411"|"School Preferred"|"sports and events orientated, CCF, well-planned curriculum and extracurricular activities"|"20130723113449"|"AA00025"|""
"S006314"|"English Standard"|"AVERAGE"|"20130723135027"|"AA00025"|""
"S006314"|"Interests / Hobbies"|"swimming, badminton, artwork, playing piano & cello, travelling and reading"|"20130723135032"|"AA00025"|""
"S006314"|"Character"|"willing to help others and participation, positive attitude"|"20130723135038"|"AA00025"|""
"S006314"|"Special Talents"|"cello, badminton, artword"|"20130723135043"|"AA00025"|""
"S006314"|"Preferred School Type"|"CO-ED"|"20130723135052"|"AA00025"|""
"S006314"|"Religion Requirement"|"Christian preferable"|"20130723135058"|"AA00025"|""
"S006314"|"Received News from AA"|"YES"|"20130723135108"|"AA00025"|""
"S030385"|"Location Preference"|"London"|"20130905110245"|"AA00011"|""
"S003557"|"Preferred School Type"|"BOYS"|"20130723165203"|"AA00038"|""
"S003557"|"School Preferred"|"Harrow School, Tonbridge"|"20130723165217"|"AA00038"|""
"S012488"|"Learning Difficulties"|"Nope"|"20130723170250"|"AA00038"|""
"S011245"|"Interests / Hobbies"|"piano, history"|"20130723174940"|"AA00038"|""
"S011245"|"Special Talents"|"piano"|"20130723174956"|"AA00038"|""
"S030385"|"Preferred School Type"|"no preference"|"20130905110450"|"AA00011"|""
"S011245"|"Preferred School Type"|"CO-ED"|"20130723175040"|"AA00038"|""
"S011245"|"Religion Requirement"|"Christian"|"20130723175057"|"AA00038"|""
"S011245"|"School Preferred"|"King's School Canterbury"|"20130723175111"|"AA00038"|""
"S011245"|"Reasons to Study in UK"|"better education"|"20130723175129"|"AA00038"|""
"S012490"|"English Standard"|"ABOVE AVERAGE"|"20130724100344"|"AA00025"|""
"S012490"|"Interests / Hobbies"|"sports"|"20130724100349"|"AA00025"|""
"S012490"|"Character"|"helpful and polite"|"20130724100355"|"AA00025"|""
"S012490"|"Max Budget per Term"|"9000"|"20130724100400"|"AA00025"|""
"S012490"|"Received News from AA"|"YES"|"20130724100405"|"AA00025"|""
"S012471"|"Interests / Hobbies"|"Swimming, Playing Badminton, Flute"|"20130725163658"|"AA00025"|""
"S012471"|"Character"|"Outgoing"|"20130725163706"|"AA00025"|""
"S030319"|"English Standard"|"Above Average"|"20130905131538"|"AA00038"|""
"S012044"|"English Standard"|"average"|"20130725165314"|"AA00011"|""
"S012044"|"Location Preference"|"London"|"20130725165329"|"AA00011"|""
"S012044"|"Know AA From"|"friend referral"|"20130725165350"|"AA00011"|""
"S012474"|"English Standard"|"average"|"20130725165948"|"AA00011"|""
"S012474"|"Interests / Hobbies"|"reading"|"20130725165956"|"AA00011"|""
"S012474"|"Location Preference"|"near London"|"20130725170053"|"AA00011"|""
"S012474"|"Preferred School Type"|"co-ed"|"20130725170105"|"AA00011"|""
"S012474"|"Know AA From"|"my mother's friend"|"20130725170136"|"AA00011"|""
"S012499"|"English Standard"|"above average"|"20130725170508"|"AA00011"|""
"S012499"|"Interests / Hobbies"|"sports like basketball, tennis, table tennis, swimming, kungfu, reading, science, fictions"|"20130725170515"|"AA00011"|""
"S012499"|"Character"|"out-going, humble, thinks positive"|"20130725170531"|"AA00011"|""
"S012499"|"Special Talents"|"piano, sports"|"20130725170550"|"AA00011"|""
"S030322"|"Work in Government"|"N"|"20130906113349"|"AA00011"|""
"S030322"|"Interests / Hobbies"|"Reading"|"20130906113349"|"AA00011"|""
"S012499"|"Preferred School Type"|"co-ed"|"20130725170658"|"AA00011"|""
"S012499"|"School Preferred"|"Uppingham School"|"20130725170718"|"AA00011"|""
"S012499"|"Reasons to Study in UK"|"candidate's choice. He wants to be a doctor & Britain should be the right choice"|"20130725170737"|"AA00011"|""
"S012475"|"English Standard"|"average"|"20130725171035"|"AA00011"|""
"S012475"|"Interests / Hobbies"|"reading"|"20130725171046"|"AA00011"|""
"S012475"|"Character"|"out-going"|"20130725171057"|"AA00011"|""
"S012475"|"Location Preference"|"near London"|"20130725171108"|"AA00011"|""
"S012475"|"Preferred School Type"|"co-ed"|"20130725171124"|"AA00011"|""
"S012475"|"Know AA From"|"my mother's friend"|"20130725171143"|"AA00011"|""
"S012470"|"English Standard"|"above average"|"20130725171343"|"AA00011"|""
"S012470"|"Interests / Hobbies"|"arts"|"20130725171353"|"AA00011"|""
"S012470"|"Character"|"outgoing"|"20130725171406"|"AA00011"|""
"S012470"|"Preferred School Type"|"co-ed"|"20130725171422"|"AA00011"|""
"S012470"|"School Preferred"|"Concord College, King's College, Ashford School, Bradfield College, Cardiff College"|"20130725171444"|"AA00011"|""
"S012499"|"Received News from AA"|"NO"|"20130725172612"|"AA00025"|""
"S012061"|"English Standard"|"ABOVE AVERAGE"|"20130725175238"|"AA00025"|""
"S012061"|"Interests / Hobbies"|"Play drums"|"20130725175244"|"AA00025"|""
"S012061"|"Character"|"Nice"|"20130725175251"|"AA00025"|""
"S012061"|"Special Talents"|"Play Drums"|"20130725175256"|"AA00025"|""
"S012061"|"Received News from AA"|"YES"|"20130725175307"|"AA00025"|""
"S008804"|"English Standard"|"above average"|"20130726101446"|"AA00011"|""
"S008804"|"Interests / Hobbies"|"Reading, playing Piano, Swimming"|"20130726101501"|"AA00011"|""
"S008804"|"Character"|"Graceful, Pleasant"|"20130726101514"|"AA00011"|""
"S008804"|"Special Talents"|"Playing Piano and Percussion Instrument"|"20130726101528"|"AA00011"|""
"S012504"|"English Standard"|"AVERAGE"|"20130726101545"|"AA00025"|""
"S012504"|"Interests / Hobbies"|"ICT, Geography, Playing Basketball"|"20130726101552"|"AA00025"|""
"S012504"|"Character"|"Responsible, Positive, Cheerful, Optimistic"|"20130726101558"|"AA00025"|""
"S008804"|"Preferred School Type"|"Girls"|"20130726101559"|"AA00011"|""
"S012504"|"Location Preference"|"London"|"20130726101608"|"AA00025"|""
"S008804"|"Religion Requirement"|"Christian"|"20130726101619"|"AA00011"|""
"S012504"|"School Preferred"|"Tonbridge School, Sevenoaks School, Harrow School, Eton School, Dulwich College"|"20130726101619"|"AA00025"|""
"S012504"|"Received News from AA"|"YES"|"20130726101627"|"AA00025"|""
"S012504"|"Know AA From"|"Advertisment and refer by friends"|"20130726101630"|"AA00025"|""
"S012472"|"Special Talents"|"Digital Music Composition, Speed Reading, Science & Computing"|"20130725161124"|"AA00011"|""
